case	exact_test_key	old_digest	new_digest	changed	classification	text_changed	signal	before_frame	after_frame	before_style_dump	after_style_dump	before_ansi	after_ansi	before_html	after_html
picker::selected	render::components::picker::selected 120 40 paper truecolor	96876118d6a26b7c	53052b2030fdbf94	yes	selected-row-marker	yes	textual-or-layout	before/frames/picker--selected__120x40__paper__truecolor.txt	after/frames/picker--selected__120x40__paper__truecolor.txt						
picker::selected	render::components::picker::selected 40 10 junie mono	f74d37210e531a91	28e51cba0217da85	yes	selected-row-marker	yes	textual-or-layout	before/frames/picker--selected__40x10__junie__mono.txt	after/frames/picker--selected__40x10__junie__mono.txt						
picker::selected	render::components::picker::selected 40 10 junie truecolor	94688363474c2f78	496d50d887eb1197	yes	selected-row-marker	yes	textual-or-layout	before/frames/picker--selected__40x10__junie__truecolor.txt	after/frames/picker--selected__40x10__junie__truecolor.txt						
picker::selected	render::components::picker::selected 40 10 paper mono	b659d32c315ba277	05d973e16e60d7c3	yes	selected-row-marker	yes	textual-or-layout	before/frames/picker--selected__40x10__paper__mono.txt	after/frames/picker--selected__40x10__paper__mono.txt						
picker::selected	render::components::picker::selected 40 10 paper truecolor	91b8158edc253e0c	2117a81e25c94464	yes	selected-row-marker	yes	textual-or-layout	before/frames/picker--selected__40x10__paper__truecolor.txt	after/frames/picker--selected__40x10__paper__truecolor.txt						
picker_chain::selected	render::components::picker_chain::selected 120 40 junie mono	79a4feb79184f0d2	18bdf34fe9a78b0a	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__120x40__junie__mono.txt	after/frames/picker_chain--selected__120x40__junie__mono.txt	before/styles/picker_chain--selected__120x40__junie__mono.tsv	after/styles/picker_chain--selected__120x40__junie__mono.tsv	before/ansi/picker_chain--selected__120x40__junie__mono.ansi	after/ansi/picker_chain--selected__120x40__junie__mono.ansi	before/html/picker_chain--selected__120x40__junie__mono.html	after/html/picker_chain--selected__120x40__junie__mono.html
picker_chain::selected	render::components::picker_chain::selected 120 40 junie truecolor	b7081733e2f45ede	c606244a8c1a2098	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__120x40__junie__truecolor.txt	after/frames/picker_chain--selected__120x40__junie__truecolor.txt	before/styles/picker_chain--selected__120x40__junie__truecolor.tsv	after/styles/picker_chain--selected__120x40__junie__truecolor.tsv	before/ansi/picker_chain--selected__120x40__junie__truecolor.ansi	after/ansi/picker_chain--selected__120x40__junie__truecolor.ansi	before/html/picker_chain--selected__120x40__junie__truecolor.html	after/html/picker_chain--selected__120x40__junie__truecolor.html
picker_chain::selected	render::components::picker_chain::selected 120 40 paper mono	ed1bddc828302a72	94d9f895afc18efa	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__120x40__paper__mono.txt	after/frames/picker_chain--selected__120x40__paper__mono.txt	before/styles/picker_chain--selected__120x40__paper__mono.tsv	after/styles/picker_chain--selected__120x40__paper__mono.tsv	before/ansi/picker_chain--selected__120x40__paper__mono.ansi	after/ansi/picker_chain--selected__120x40__paper__mono.ansi	before/html/picker_chain--selected__120x40__paper__mono.html	after/html/picker_chain--selected__120x40__paper__mono.html
picker_chain::selected	render::components::picker_chain::selected 120 40 paper truecolor	fbba09714c4ed84c	9a7d2e15b989f929	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__120x40__paper__truecolor.txt	after/frames/picker_chain--selected__120x40__paper__truecolor.txt	before/styles/picker_chain--selected__120x40__paper__truecolor.tsv	after/styles/picker_chain--selected__120x40__paper__truecolor.tsv	before/ansi/picker_chain--selected__120x40__paper__truecolor.ansi	after/ansi/picker_chain--selected__120x40__paper__truecolor.ansi	before/html/picker_chain--selected__120x40__paper__truecolor.html	after/html/picker_chain--selected__120x40__paper__truecolor.html
picker_chain::selected	render::components::picker_chain::selected 40 10 junie mono	3b157164d06fad32	bc458af23c2379ea	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__40x10__junie__mono.txt	after/frames/picker_chain--selected__40x10__junie__mono.txt	before/styles/picker_chain--selected__40x10__junie__mono.tsv	after/styles/picker_chain--selected__40x10__junie__mono.tsv	before/ansi/picker_chain--selected__40x10__junie__mono.ansi	after/ansi/picker_chain--selected__40x10__junie__mono.ansi	before/html/picker_chain--selected__40x10__junie__mono.html	after/html/picker_chain--selected__40x10__junie__mono.html
picker_chain::selected	render::components::picker_chain::selected 40 10 junie truecolor	cb7c93a6d76088de	b8f9fe6c615c2398	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__40x10__junie__truecolor.txt	after/frames/picker_chain--selected__40x10__junie__truecolor.txt	before/styles/picker_chain--selected__40x10__junie__truecolor.tsv	after/styles/picker_chain--selected__40x10__junie__truecolor.tsv	before/ansi/picker_chain--selected__40x10__junie__truecolor.ansi	after/ansi/picker_chain--selected__40x10__junie__truecolor.ansi	before/html/picker_chain--selected__40x10__junie__truecolor.html	after/html/picker_chain--selected__40x10__junie__truecolor.html
picker_chain::selected	render::components::picker_chain::selected 40 10 paper mono	ace67f346e0f67d2	4f92f70983d14f5a	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__40x10__paper__mono.txt	after/frames/picker_chain--selected__40x10__paper__mono.txt	before/styles/picker_chain--selected__40x10__paper__mono.tsv	after/styles/picker_chain--selected__40x10__paper__mono.tsv	before/ansi/picker_chain--selected__40x10__paper__mono.ansi	after/ansi/picker_chain--selected__40x10__paper__mono.ansi	before/html/picker_chain--selected__40x10__paper__mono.html	after/html/picker_chain--selected__40x10__paper__mono.html
picker_chain::selected	render::components::picker_chain::selected 40 10 paper truecolor	18834e6a4d8ffe3c	166b352a06627d39	yes	selected-stage-state	no	style-only-ambiguous	before/frames/picker_chain--selected__40x10__paper__truecolor.txt	after/frames/picker_chain--selected__40x10__paper__truecolor.txt	before/styles/picker_chain--selected__40x10__paper__truecolor.tsv	after/styles/picker_chain--selected__40x10__paper__truecolor.tsv	before/ansi/picker_chain--selected__40x10__paper__truecolor.ansi	after/ansi/picker_chain--selected__40x10__paper__truecolor.ansi	before/html/picker_chain--selected__40x10__paper__truecolor.html	after/html/picker_chain--selected__40x10__paper__truecolor.html
radio_group::focused	render::components::radio_group::focused 120 40 junie mono	23253cfc778734b7	31beb707d51dc6ed	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__120x40__junie__mono.txt	after/frames/radio_group--focused__120x40__junie__mono.txt						
radio_group::focused	render::components::radio_group::focused 120 40 junie truecolor	57c4e8ba8931346e	84d18ca39b5fba5b	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__120x40__junie__truecolor.txt	after/frames/radio_group--focused__120x40__junie__truecolor.txt						
radio_group::focused	render::components::radio_group::focused 120 40 paper mono	ec7745f70f85f805	a5d46bc58337fa0b	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__120x40__paper__mono.txt	after/frames/radio_group--focused__120x40__paper__mono.txt						
radio_group::focused	render::components::radio_group::focused 120 40 paper truecolor	d080a80f269c3da2	93511a26c61c5270	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__120x40__paper__truecolor.txt	after/frames/radio_group--focused__120x40__paper__truecolor.txt						
radio_group::focused	render::components::radio_group::focused 40 10 junie mono	783665ea3658b177	bfb632827417fbed	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__40x10__junie__mono.txt	after/frames/radio_group--focused__40x10__junie__mono.txt						
radio_group::focused	render::components::radio_group::focused 40 10 junie truecolor	3c36518edf6682ae	2ab5afe800144efb	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__40x10__junie__truecolor.txt	after/frames/radio_group--focused__40x10__junie__truecolor.txt						
radio_group::focused	render::components::radio_group::focused 40 10 paper mono	dc874cf17df524c5	fd7ba3aaca81908b	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__40x10__paper__mono.txt	after/frames/radio_group--focused__40x10__paper__mono.txt						
radio_group::focused	render::components::radio_group::focused 40 10 paper truecolor	1ad944db4e336262	aacf3bc362176e00	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--focused__40x10__paper__truecolor.txt	after/frames/radio_group--focused__40x10__paper__truecolor.txt						
radio_group::pressed	render::components::radio_group::pressed 120 40 junie mono	c1fcc82633a44665	a69a1366ccd79677	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__120x40__junie__mono.txt	after/frames/radio_group--pressed__120x40__junie__mono.txt						
radio_group::pressed	render::components::radio_group::pressed 120 40 junie truecolor	7c45f61130c600e6	7ffef17896cba04f	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__120x40__junie__truecolor.txt	after/frames/radio_group--pressed__120x40__junie__truecolor.txt						
radio_group::pressed	render::components::radio_group::pressed 120 40 paper mono	af7f1cd31203adff	03932bf47b360123	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__120x40__paper__mono.txt	after/frames/radio_group--pressed__120x40__paper__mono.txt						
radio_group::pressed	render::components::radio_group::pressed 120 40 paper truecolor	b74072a1943741bb	284ba96cc122207e	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__120x40__paper__truecolor.txt	after/frames/radio_group--pressed__120x40__paper__truecolor.txt						
radio_group::pressed	render::components::radio_group::pressed 40 10 junie mono	96df91bc5acc71e5	26117bec1ffbe977	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__40x10__junie__mono.txt	after/frames/radio_group--pressed__40x10__junie__mono.txt						
radio_group::pressed	render::components::radio_group::pressed 40 10 junie truecolor	d9de17746e8da6a6	5496f16435e4114f	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__40x10__junie__truecolor.txt	after/frames/radio_group--pressed__40x10__junie__truecolor.txt						
radio_group::pressed	render::components::radio_group::pressed 40 10 paper mono	f604b3a6b831c57f	6ddfd8c63ee19e23	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__40x10__paper__mono.txt	after/frames/radio_group--pressed__40x10__paper__mono.txt						
radio_group::pressed	render::components::radio_group::pressed 40 10 paper truecolor	9d9612086a084deb	f1b917ccb3ecf96e	yes	owned-cursor-state	yes	textual-or-layout	before/frames/radio_group--pressed__40x10__paper__truecolor.txt	after/frames/radio_group--pressed__40x10__paper__truecolor.txt						
steps::default	render::components::steps::default 120 40 junie mono	16c60c0e71d05628	0dd35a5b77aaded0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__120x40__junie__mono.txt	after/frames/steps--default__120x40__junie__mono.txt						
steps::default	render::components::steps::default 120 40 junie truecolor	1d00177b06f03b80	6f97c8f53eef8e7c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__120x40__junie__truecolor.txt	after/frames/steps--default__120x40__junie__truecolor.txt						
steps::default	render::components::steps::default 120 40 paper mono	b679a4f6c77a9820	a5f27324575ef5f0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__120x40__paper__mono.txt	after/frames/steps--default__120x40__paper__mono.txt						
steps::default	render::components::steps::default 120 40 paper truecolor	46db4044c112e098	63e2941509496538	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__120x40__paper__truecolor.txt	after/frames/steps--default__120x40__paper__truecolor.txt						
steps::default	render::components::steps::default 40 10 junie mono	fbf6cac31bf12a28	02ada3dcd9d4ec10	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__40x10__junie__mono.txt	after/frames/steps--default__40x10__junie__mono.txt						
steps::default	render::components::steps::default 40 10 junie truecolor	e2b7fa7e0b700520	42efe2a721809b5c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__40x10__junie__truecolor.txt	after/frames/steps--default__40x10__junie__truecolor.txt						
steps::default	render::components::steps::default 40 10 paper mono	34f9ac6f86d83cc0	2d03e36f12991f50	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__40x10__paper__mono.txt	after/frames/steps--default__40x10__paper__mono.txt						
steps::default	render::components::steps::default 40 10 paper truecolor	7f5158e1e2c235c8	358155f904ae1808	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--default__40x10__paper__truecolor.txt	after/frames/steps--default__40x10__paper__truecolor.txt						
steps::disabled	render::components::steps::disabled 120 40 junie mono	b054f35ce7b8a314	fdf804e965af1684	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__120x40__junie__mono.txt	after/frames/steps--disabled__120x40__junie__mono.txt						
steps::disabled	render::components::steps::disabled 120 40 junie truecolor	623bc6071dbf9908	ed9df8a1994b1388	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__120x40__junie__truecolor.txt	after/frames/steps--disabled__120x40__junie__truecolor.txt						
steps::disabled	render::components::steps::disabled 120 40 paper mono	b3f73e3ebdc10f48	ff7ee3b57fd11098	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__120x40__paper__mono.txt	after/frames/steps--disabled__120x40__paper__mono.txt						
steps::disabled	render::components::steps::disabled 120 40 paper truecolor	b04e10d82c7e82fe	eca25cfe9352990a	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__120x40__paper__truecolor.txt	after/frames/steps--disabled__120x40__paper__truecolor.txt						
steps::disabled	render::components::steps::disabled 40 10 junie mono	1c36ff0e2567fb14	222cc082d9e2e884	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__40x10__junie__mono.txt	after/frames/steps--disabled__40x10__junie__mono.txt						
steps::disabled	render::components::steps::disabled 40 10 junie truecolor	60ef4ac347301488	7c5551b82f2dc888	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__40x10__junie__truecolor.txt	after/frames/steps--disabled__40x10__junie__truecolor.txt						
steps::disabled	render::components::steps::disabled 40 10 paper mono	0b0bd01297cf91e8	39fad4ce9acf7cf8	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__40x10__paper__mono.txt	after/frames/steps--disabled__40x10__paper__mono.txt						
steps::disabled	render::components::steps::disabled 40 10 paper truecolor	b25d51b8737ac6fe	b2ea2e8bf5638c4a	yes	disabled-step-state	yes	textual-or-layout	before/frames/steps--disabled__40x10__paper__truecolor.txt	after/frames/steps--disabled__40x10__paper__truecolor.txt						
steps::editing	render::components::steps::editing 120 40 junie mono	16c60c0e71d05628	0dd35a5b77aaded0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__120x40__junie__mono.txt	after/frames/steps--editing__120x40__junie__mono.txt						
steps::editing	render::components::steps::editing 120 40 junie truecolor	1d00177b06f03b80	6f97c8f53eef8e7c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__120x40__junie__truecolor.txt	after/frames/steps--editing__120x40__junie__truecolor.txt						
steps::editing	render::components::steps::editing 120 40 paper mono	b679a4f6c77a9820	a5f27324575ef5f0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__120x40__paper__mono.txt	after/frames/steps--editing__120x40__paper__mono.txt						
steps::editing	render::components::steps::editing 120 40 paper truecolor	46db4044c112e098	63e2941509496538	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__120x40__paper__truecolor.txt	after/frames/steps--editing__120x40__paper__truecolor.txt						
steps::editing	render::components::steps::editing 40 10 junie mono	fbf6cac31bf12a28	02ada3dcd9d4ec10	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__40x10__junie__mono.txt	after/frames/steps--editing__40x10__junie__mono.txt						
steps::editing	render::components::steps::editing 40 10 junie truecolor	e2b7fa7e0b700520	42efe2a721809b5c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__40x10__junie__truecolor.txt	after/frames/steps--editing__40x10__junie__truecolor.txt						
steps::editing	render::components::steps::editing 40 10 paper mono	34f9ac6f86d83cc0	2d03e36f12991f50	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__40x10__paper__mono.txt	after/frames/steps--editing__40x10__paper__mono.txt						
steps::editing	render::components::steps::editing 40 10 paper truecolor	7f5158e1e2c235c8	358155f904ae1808	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--editing__40x10__paper__truecolor.txt	after/frames/steps--editing__40x10__paper__truecolor.txt						
steps::focused	render::components::steps::focused 120 40 junie mono	16c60c0e71d05628	570a54a968d3da2a	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__120x40__junie__mono.txt	after/frames/steps--focused__120x40__junie__mono.txt						
steps::focused	render::components::steps::focused 120 40 junie truecolor	1d00177b06f03b80	d8ac5d6450160ea1	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__120x40__junie__truecolor.txt	after/frames/steps--focused__120x40__junie__truecolor.txt						
steps::focused	render::components::steps::focused 120 40 paper mono	b679a4f6c77a9820	08be9ca2120ec132	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__120x40__paper__mono.txt	after/frames/steps--focused__120x40__paper__mono.txt						
steps::focused	render::components::steps::focused 120 40 paper truecolor	46db4044c112e098	c5244f75ab57c34c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__120x40__paper__truecolor.txt	after/frames/steps--focused__120x40__paper__truecolor.txt						
steps::focused	render::components::steps::focused 40 10 junie mono	fbf6cac31bf12a28	80c8121be1622eaa	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__40x10__junie__mono.txt	after/frames/steps--focused__40x10__junie__mono.txt						
steps::focused	render::components::steps::focused 40 10 junie truecolor	e2b7fa7e0b700520	379c64a355f73f21	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__40x10__junie__truecolor.txt	after/frames/steps--focused__40x10__junie__truecolor.txt						
steps::focused	render::components::steps::focused 40 10 paper mono	34f9ac6f86d83cc0	bac27b49ae5269d2	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__40x10__paper__mono.txt	after/frames/steps--focused__40x10__paper__mono.txt						
steps::focused	render::components::steps::focused 40 10 paper truecolor	7f5158e1e2c235c8	1fc06d0e037e2a6c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--focused__40x10__paper__truecolor.txt	after/frames/steps--focused__40x10__paper__truecolor.txt						
steps::hovered	render::components::steps::hovered 120 40 junie mono	16c60c0e71d05628	0dd35a5b77aaded0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__120x40__junie__mono.txt	after/frames/steps--hovered__120x40__junie__mono.txt						
steps::hovered	render::components::steps::hovered 120 40 junie truecolor	67b55aca61770e1a	be5f542e73db3c06	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__120x40__junie__truecolor.txt	after/frames/steps--hovered__120x40__junie__truecolor.txt						
steps::hovered	render::components::steps::hovered 120 40 paper mono	b679a4f6c77a9820	a5f27324575ef5f0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__120x40__paper__mono.txt	after/frames/steps--hovered__120x40__paper__mono.txt						
steps::hovered	render::components::steps::hovered 120 40 paper truecolor	172b7ce4c789d248	dce85cfa066ef568	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__120x40__paper__truecolor.txt	after/frames/steps--hovered__120x40__paper__truecolor.txt						
steps::hovered	render::components::steps::hovered 40 10 junie mono	fbf6cac31bf12a28	02ada3dcd9d4ec10	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__40x10__junie__mono.txt	after/frames/steps--hovered__40x10__junie__mono.txt						
steps::hovered	render::components::steps::hovered 40 10 junie truecolor	beebaf04992a2ffa	1060d31b83020ba6	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__40x10__junie__truecolor.txt	after/frames/steps--hovered__40x10__junie__truecolor.txt						
steps::hovered	render::components::steps::hovered 40 10 paper mono	34f9ac6f86d83cc0	2d03e36f12991f50	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__40x10__paper__mono.txt	after/frames/steps--hovered__40x10__paper__mono.txt						
steps::hovered	render::components::steps::hovered 40 10 paper truecolor	a384943eeb2095f8	58fef3d5bf059238	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--hovered__40x10__paper__truecolor.txt	after/frames/steps--hovered__40x10__paper__truecolor.txt						
steps::pressed	render::components::steps::pressed 120 40 junie mono	831f261cb10a53aa	3a20a27a83849d6c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__120x40__junie__mono.txt	after/frames/steps--pressed__120x40__junie__mono.txt						
steps::pressed	render::components::steps::pressed 120 40 junie truecolor	7835c2a984c9f970	e7ee7a982b178431	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__120x40__junie__truecolor.txt	after/frames/steps--pressed__120x40__junie__truecolor.txt						
steps::pressed	render::components::steps::pressed 120 40 paper mono	6589157e2e315230	d546f08162f5b07c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__120x40__paper__mono.txt	after/frames/steps--pressed__120x40__paper__mono.txt						
steps::pressed	render::components::steps::pressed 120 40 paper truecolor	5bfb3e4b80c37452	ab89f6aab06ef5a5	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__120x40__paper__truecolor.txt	after/frames/steps--pressed__120x40__paper__truecolor.txt						
steps::pressed	render::components::steps::pressed 40 10 junie mono	c86e449c901601ea	6efe7ae3bf1f49ec	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__40x10__junie__mono.txt	after/frames/steps--pressed__40x10__junie__mono.txt						
steps::pressed	render::components::steps::pressed 40 10 junie truecolor	d7057c5b501f7e50	4d8f020d6ec0f191	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__40x10__junie__truecolor.txt	after/frames/steps--pressed__40x10__junie__truecolor.txt						
steps::pressed	render::components::steps::pressed 40 10 paper mono	d7c8326e45241790	956891b0b1d66f1c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__40x10__paper__mono.txt	after/frames/steps--pressed__40x10__paper__mono.txt						
steps::pressed	render::components::steps::pressed 40 10 paper truecolor	bfdebf63045e06f2	16bb1f0223dec2a5	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--pressed__40x10__paper__truecolor.txt	after/frames/steps--pressed__40x10__paper__truecolor.txt						
steps::selected	render::components::steps::selected 120 40 junie mono	16c60c0e71d05628	0dd35a5b77aaded0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__120x40__junie__mono.txt	after/frames/steps--selected__120x40__junie__mono.txt						
steps::selected	render::components::steps::selected 120 40 junie truecolor	1d00177b06f03b80	6f97c8f53eef8e7c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__120x40__junie__truecolor.txt	after/frames/steps--selected__120x40__junie__truecolor.txt						
steps::selected	render::components::steps::selected 120 40 paper mono	b679a4f6c77a9820	a5f27324575ef5f0	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__120x40__paper__mono.txt	after/frames/steps--selected__120x40__paper__mono.txt						
steps::selected	render::components::steps::selected 120 40 paper truecolor	46db4044c112e098	63e2941509496538	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__120x40__paper__truecolor.txt	after/frames/steps--selected__120x40__paper__truecolor.txt						
steps::selected	render::components::steps::selected 40 10 junie mono	fbf6cac31bf12a28	02ada3dcd9d4ec10	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__40x10__junie__mono.txt	after/frames/steps--selected__40x10__junie__mono.txt						
steps::selected	render::components::steps::selected 40 10 junie truecolor	e2b7fa7e0b700520	42efe2a721809b5c	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__40x10__junie__truecolor.txt	after/frames/steps--selected__40x10__junie__truecolor.txt						
steps::selected	render::components::steps::selected 40 10 paper mono	34f9ac6f86d83cc0	2d03e36f12991f50	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__40x10__paper__mono.txt	after/frames/steps--selected__40x10__paper__mono.txt						
steps::selected	render::components::steps::selected 40 10 paper truecolor	7f5158e1e2c235c8	358155f904ae1808	yes	step-status-glyph	yes	textual-or-layout	before/frames/steps--selected__40x10__paper__truecolor.txt	after/frames/steps--selected__40x10__paper__truecolor.txt						
tabs::focused	render::components::tabs::focused 120 40 junie mono	03263f48effb1240	dbf77ccc2cf211a1	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__120x40__junie__mono.txt	after/frames/tabs--focused__120x40__junie__mono.txt	before/styles/tabs--focused__120x40__junie__mono.tsv	after/styles/tabs--focused__120x40__junie__mono.tsv	before/ansi/tabs--focused__120x40__junie__mono.ansi	after/ansi/tabs--focused__120x40__junie__mono.ansi	before/html/tabs--focused__120x40__junie__mono.html	after/html/tabs--focused__120x40__junie__mono.html
tabs::focused	render::components::tabs::focused 120 40 junie truecolor	345a10235d65f11f	9ecda219f913871c	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__120x40__junie__truecolor.txt	after/frames/tabs--focused__120x40__junie__truecolor.txt	before/styles/tabs--focused__120x40__junie__truecolor.tsv	after/styles/tabs--focused__120x40__junie__truecolor.tsv	before/ansi/tabs--focused__120x40__junie__truecolor.ansi	after/ansi/tabs--focused__120x40__junie__truecolor.ansi	before/html/tabs--focused__120x40__junie__truecolor.html	after/html/tabs--focused__120x40__junie__truecolor.html
tabs::focused	render::components::tabs::focused 120 40 paper mono	ad59d0d63e9883e4	7abfc94e7df50945	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__120x40__paper__mono.txt	after/frames/tabs--focused__120x40__paper__mono.txt	before/styles/tabs--focused__120x40__paper__mono.tsv	after/styles/tabs--focused__120x40__paper__mono.tsv	before/ansi/tabs--focused__120x40__paper__mono.ansi	after/ansi/tabs--focused__120x40__paper__mono.ansi	before/html/tabs--focused__120x40__paper__mono.html	after/html/tabs--focused__120x40__paper__mono.html
tabs::focused	render::components::tabs::focused 120 40 paper truecolor	9aa17c11b0135f9e	c8e58521b7b83935	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__120x40__paper__truecolor.txt	after/frames/tabs--focused__120x40__paper__truecolor.txt	before/styles/tabs--focused__120x40__paper__truecolor.tsv	after/styles/tabs--focused__120x40__paper__truecolor.tsv	before/ansi/tabs--focused__120x40__paper__truecolor.ansi	after/ansi/tabs--focused__120x40__paper__truecolor.ansi	before/html/tabs--focused__120x40__paper__truecolor.html	after/html/tabs--focused__120x40__paper__truecolor.html
tabs::focused	render::components::tabs::focused 40 10 junie mono	8575598b028539ba	2d01bc2342f6ec25	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__40x10__junie__mono.txt	after/frames/tabs--focused__40x10__junie__mono.txt	before/styles/tabs--focused__40x10__junie__mono.tsv	after/styles/tabs--focused__40x10__junie__mono.tsv	before/ansi/tabs--focused__40x10__junie__mono.ansi	after/ansi/tabs--focused__40x10__junie__mono.ansi	before/html/tabs--focused__40x10__junie__mono.html	after/html/tabs--focused__40x10__junie__mono.html
tabs::focused	render::components::tabs::focused 40 10 junie truecolor	870f0d29c4b57860	ad29ee72c476b517	yes	owned-tab-cursor-state	no	style-only-ambiguous	before/frames/tabs--focused__40x10__junie__truecolor.txt	after/frames/tabs--focused__40x10__junie__truecolor.txt	before/styles/tabs--focused__40x10__junie__truecolor.tsv	after/styles/tabs--focused__40x10__junie__truecolor.tsv	before/ansi/tabs--focused__40x10__junie__truecolor.ansi	after/ansi/tabs--focused__40x10__junie__truecolor.ansi	before/html/tabs--focused__40x10__junie__truecolor.html	after/html/tabs--focused__40x10__junie__truecolor.html
