recipe_id	app	surface	viewport	color	theme	initial_state	historical_command	steps	current_argv	expected_txt	expected_ansi	expected_cursor	expected_html	expected_png	current_artifact_dir	provenance_path	trace_path	owner	replay_policy
tablepro_connections_help_120x40	tablepro	connections	120x40	truecolor	junie	connections_help	tablepro 	keys(Down) · keys(Down x7) · keys(Tab) · keys(Tab Tab) · mouse(move 11,12) · (on "Analytics") · mouse(click 11,12) · (on "Analytics") · mouse(click 47,18) · (on "▎Connect") · wait(2.5s) · keys(?)	["target/debug/tablepro"]	baseline/before/tablepro_connections_help_120x40.txt	baseline/before/tablepro_connections_help_120x40.ansi	baseline/before/tablepro_connections_help_120x40.cursor	baseline/before/tablepro_connections_help_120x40.html	baseline/before/tablepro_connections_help_120x40.png	parity/replays/tablepro_connections_help_120x40	parity/replays/tablepro_connections_help_120x40/provenance.json	parity/replays/tablepro_connections_help_120x40/trace.json	apps/tablepro	required
tablepro_explorer_visible_before_z_120x40	tablepro	explorer	120x40	truecolor	junie	explorer_visible_before_z	tablepro --connect Production	wait(0.5s) · keys(C-y Enter) · keys(C-l Down Enter)	["target/debug/tablepro","--connect","Production"]	baseline/before/tablepro_explorer_visible_before_z_120x40.txt	baseline/before/tablepro_explorer_visible_before_z_120x40.ansi	baseline/before/tablepro_explorer_visible_before_z_120x40.cursor	baseline/before/tablepro_explorer_visible_before_z_120x40.html	baseline/before/tablepro_explorer_visible_before_z_120x40.png	parity/replays/tablepro_explorer_visible_before_z_120x40	parity/replays/tablepro_explorer_visible_before_z_120x40/provenance.json	parity/replays/tablepro_explorer_visible_before_z_120x40/trace.json	apps/tablepro	required
tablepro_explorer_hidden_z_120x40	tablepro	explorer	120x40	truecolor	junie	explorer_hidden_z	tablepro --connect Production	wait(0.5s) · keys(C-y Enter) · keys(C-l Down Enter) · keys(z)	["target/debug/tablepro","--connect","Production"]	baseline/before/tablepro_explorer_hidden_z_120x40.txt	baseline/before/tablepro_explorer_hidden_z_120x40.ansi	baseline/before/tablepro_explorer_hidden_z_120x40.cursor	baseline/before/tablepro_explorer_hidden_z_120x40.html	baseline/before/tablepro_explorer_hidden_z_120x40.png	parity/replays/tablepro_explorer_hidden_z_120x40	parity/replays/tablepro_explorer_hidden_z_120x40/provenance.json	parity/replays/tablepro_explorer_hidden_z_120x40/trace.json	apps/tablepro	required
tablepro_f10_noop_120x40	tablepro	f10	120x40	truecolor	junie	f10_noop	tablepro --connect Production	wait(0.5s) · keys(C-y Enter) · keys(C-l Down Enter) · keys(z) · keys(F10)	["target/debug/tablepro","--connect","Production"]	baseline/before/tablepro_f10_noop_120x40.txt	baseline/before/tablepro_f10_noop_120x40.ansi	baseline/before/tablepro_f10_noop_120x40.cursor	baseline/before/tablepro_f10_noop_120x40.html	baseline/before/tablepro_f10_noop_120x40.png	parity/replays/tablepro_f10_noop_120x40	parity/replays/tablepro_f10_noop_120x40/provenance.json	parity/replays/tablepro_f10_noop_120x40/trace.json	apps/tablepro	required
tablepro_safety_dialog_delete_160x50	tablepro	safety	160x50	truecolor	junie	safety_dialog_delete	tablepro --connect Production	wait(0.5s) · keys(Down Down Down Down Down Enter) · wait(0.5s) · keys(C-t i) · type("SELECT * FROM orders WHERE status = 'pending' LIMIT 25") · keys(Escape C-r) · wait(1.5s) · keys(C-g Escape C-o Escape Escape) · keys(C-t i) · type("DELETE FROM orders") · keys(Escape C-r)	["target/debug/tablepro","--connect","Production"]	baseline/before/tablepro_safety_dialog_delete_160x50.txt	baseline/before/tablepro_safety_dialog_delete_160x50.ansi	baseline/before/tablepro_safety_dialog_delete_160x50.cursor	baseline/before/tablepro_safety_dialog_delete_160x50.html	baseline/before/tablepro_safety_dialog_delete_160x50.png	parity/replays/tablepro_safety_dialog_delete_160x50	parity/replays/tablepro_safety_dialog_delete_160x50/provenance.json	parity/replays/tablepro_safety_dialog_delete_160x50/trace.json	apps/tablepro	required
tablepro_history_160x50	tablepro	history	160x50	truecolor	junie	history	tablepro --connect Production	wait(0.5s) · keys(Down Down Down Down Down Enter) · wait(0.5s) · keys(C-t i) · type("SELECT * FROM orders WHERE status = 'pending' LIMIT 25") · keys(Escape C-r) · wait(1.5s) · keys(C-g Escape C-o Escape Escape) · keys(C-t i) · type("DELETE FROM orders") · keys(Escape C-r) · keys(Escape) · keys(C-y)	["target/debug/tablepro","--connect","Production"]	baseline/before/tablepro_history_160x50.txt	baseline/before/tablepro_history_160x50.ansi	baseline/before/tablepro_history_160x50.cursor	baseline/before/tablepro_history_160x50.html	baseline/before/tablepro_history_160x50.png	parity/replays/tablepro_history_160x50	parity/replays/tablepro_history_160x50/provenance.json	parity/replays/tablepro_history_160x50/trace.json	apps/tablepro	required
jackin_intro_frame0_120x40	jackin	intro	120x40	truecolor	junie	intro_frame0	jackin-preview --scenario first-use --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","0"]	baseline/before/jackin_intro_frame0_120x40.txt	baseline/before/jackin_intro_frame0_120x40.ansi	baseline/before/jackin_intro_frame0_120x40.cursor	baseline/before/jackin_intro_frame0_120x40.html	baseline/before/jackin_intro_frame0_120x40.png	parity/replays/jackin_intro_frame0_120x40	parity/replays/jackin_intro_frame0_120x40/provenance.json	parity/replays/jackin_intro_frame0_120x40/trace.json	apps/jackin-preview	required
jackin_intro_phrase_frame45_120x40	jackin	intro	120x40	truecolor	junie	intro_phrase_frame45	jackin-preview --scenario first-use --motion paused --frame 45	(none)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","45"]	baseline/before/jackin_intro_phrase_frame45_120x40.txt	baseline/before/jackin_intro_phrase_frame45_120x40.ansi	baseline/before/jackin_intro_phrase_frame45_120x40.cursor	baseline/before/jackin_intro_phrase_frame45_120x40.html	baseline/before/jackin_intro_phrase_frame45_120x40.png	parity/replays/jackin_intro_phrase_frame45_120x40	parity/replays/jackin_intro_phrase_frame45_120x40/provenance.json	parity/replays/jackin_intro_phrase_frame45_120x40/trace.json	apps/jackin-preview	required
jackin_intro_warp_frame282_120x40	jackin	intro	120x40	truecolor	junie	intro_warp_frame282	jackin-preview --scenario first-use --motion paused --frame 282	(none)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","282"]	baseline/before/jackin_intro_warp_frame282_120x40.txt	baseline/before/jackin_intro_warp_frame282_120x40.ansi	baseline/before/jackin_intro_warp_frame282_120x40.cursor	baseline/before/jackin_intro_warp_frame282_120x40.html	baseline/before/jackin_intro_warp_frame282_120x40.png	parity/replays/jackin_intro_warp_frame282_120x40	parity/replays/jackin_intro_warp_frame282_120x40/provenance.json	parity/replays/jackin_intro_warp_frame282_120x40/trace.json	apps/jackin-preview	required
jackin_manager_empty_firstuse_120x40	jackin	manager	120x40	truecolor	junie	manager_empty_firstuse	jackin-preview --scenario first-use --motion paused --frame 45	keys(Enter Enter)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","45"]	baseline/before/jackin_manager_empty_firstuse_120x40.txt	baseline/before/jackin_manager_empty_firstuse_120x40.ansi	baseline/before/jackin_manager_empty_firstuse_120x40.cursor	baseline/before/jackin_manager_empty_firstuse_120x40.html	baseline/before/jackin_manager_empty_firstuse_120x40.png	parity/replays/jackin_manager_empty_firstuse_120x40	parity/replays/jackin_manager_empty_firstuse_120x40/provenance.json	parity/replays/jackin_manager_empty_firstuse_120x40/trace.json	apps/jackin-preview	required
jackin_manager_launch_picker_noaccounts_120x40	jackin	manager	120x40	truecolor	junie	manager_launch_picker_noaccounts	jackin-preview --scenario first-use --motion paused --frame 45	keys(Enter Enter) · keys(Home Enter)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","45"]	baseline/before/jackin_manager_launch_picker_noaccounts_120x40.txt	baseline/before/jackin_manager_launch_picker_noaccounts_120x40.ansi	baseline/before/jackin_manager_launch_picker_noaccounts_120x40.cursor	baseline/before/jackin_manager_launch_picker_noaccounts_120x40.html	baseline/before/jackin_manager_launch_picker_noaccounts_120x40.png	parity/replays/jackin_manager_launch_picker_noaccounts_120x40	parity/replays/jackin_manager_launch_picker_noaccounts_120x40/provenance.json	parity/replays/jackin_manager_launch_picker_noaccounts_120x40/trace.json	apps/jackin-preview	required
jackin_prelude_firstuse_120x40	jackin	prelude	120x40	truecolor	junie	prelude_firstuse	jackin-preview --scenario first-use --motion paused --frame 45	keys(Enter Enter) · keys(Home Enter) · keys(Escape) · keys(End Enter)	["target/debug/jackin-preview","--scenario","first-use","--motion","paused","--frame","45"]	baseline/before/jackin_prelude_firstuse_120x40.txt	baseline/before/jackin_prelude_firstuse_120x40.ansi	baseline/before/jackin_prelude_firstuse_120x40.cursor	baseline/before/jackin_prelude_firstuse_120x40.html	baseline/before/jackin_prelude_firstuse_120x40.png	parity/replays/jackin_prelude_firstuse_120x40	parity/replays/jackin_prelude_firstuse_120x40/provenance.json	parity/replays/jackin_prelude_firstuse_120x40/trace.json	apps/jackin-preview	required
jackin_manager_default_120x40	jackin	manager	120x40	truecolor	junie	manager_default	jackin-preview --scenario returning --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_default_120x40.txt	baseline/before/jackin_manager_default_120x40.ansi	baseline/before/jackin_manager_default_120x40.cursor	baseline/before/jackin_manager_default_120x40.html	baseline/before/jackin_manager_default_120x40.png	parity/replays/jackin_manager_default_120x40	parity/replays/jackin_manager_default_120x40/provenance.json	parity/replays/jackin_manager_default_120x40/trace.json	apps/jackin-preview	required
jackin_accounts_default_120x40	jackin	accounts	120x40	truecolor	junie	accounts_default	jackin-preview --scenario accounts-mixed --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","accounts-mixed","--motion","paused","--frame","0"]	baseline/before/jackin_accounts_default_120x40.txt	baseline/before/jackin_accounts_default_120x40.ansi	baseline/before/jackin_accounts_default_120x40.cursor	baseline/before/jackin_accounts_default_120x40.html	baseline/before/jackin_accounts_default_120x40.png	parity/replays/jackin_accounts_default_120x40	parity/replays/jackin_accounts_default_120x40/provenance.json	parity/replays/jackin_accounts_default_120x40/trace.json	apps/jackin-preview	required
jackin_cockpit_frame0_120x40	jackin	cockpit	120x40	truecolor	junie	cockpit_frame0	jackin-preview --scenario launch-running --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","launch-running","--motion","paused","--frame","0"]	baseline/before/jackin_cockpit_frame0_120x40.txt	baseline/before/jackin_cockpit_frame0_120x40.ansi	baseline/before/jackin_cockpit_frame0_120x40.cursor	baseline/before/jackin_cockpit_frame0_120x40.html	baseline/before/jackin_cockpit_frame0_120x40.png	parity/replays/jackin_cockpit_frame0_120x40	parity/replays/jackin_cockpit_frame0_120x40/provenance.json	parity/replays/jackin_cockpit_frame0_120x40/trace.json	apps/jackin-preview	required
jackin_cockpit_frame60_120x40	jackin	cockpit	120x40	truecolor	junie	cockpit_frame60	jackin-preview --scenario launch-running --motion paused --frame 60	(none)	["target/debug/jackin-preview","--scenario","launch-running","--motion","paused","--frame","60"]	baseline/before/jackin_cockpit_frame60_120x40.txt	baseline/before/jackin_cockpit_frame60_120x40.ansi	baseline/before/jackin_cockpit_frame60_120x40.cursor	baseline/before/jackin_cockpit_frame60_120x40.html	baseline/before/jackin_cockpit_frame60_120x40.png	parity/replays/jackin_cockpit_frame60_120x40	parity/replays/jackin_cockpit_frame60_120x40/provenance.json	parity/replays/jackin_cockpit_frame60_120x40/trace.json	apps/jackin-preview	required
jackin_cockpit_frame150_120x40	jackin	cockpit	120x40	truecolor	junie	cockpit_frame150	jackin-preview --scenario launch-running --motion paused --frame 150	(none)	["target/debug/jackin-preview","--scenario","launch-running","--motion","paused","--frame","150"]	baseline/before/jackin_cockpit_frame150_120x40.txt	baseline/before/jackin_cockpit_frame150_120x40.ansi	baseline/before/jackin_cockpit_frame150_120x40.cursor	baseline/before/jackin_cockpit_frame150_120x40.html	baseline/before/jackin_cockpit_frame150_120x40.png	parity/replays/jackin_cockpit_frame150_120x40	parity/replays/jackin_cockpit_frame150_120x40/provenance.json	parity/replays/jackin_cockpit_frame150_120x40/trace.json	apps/jackin-preview	required
jackin_cockpit_build_log_120x40	jackin	cockpit	120x40	truecolor	junie	cockpit_build_log	jackin-preview --scenario launch-running --motion paused --frame 150	keys(b)	["target/debug/jackin-preview","--scenario","launch-running","--motion","paused","--frame","150"]	baseline/before/jackin_cockpit_build_log_120x40.txt	baseline/before/jackin_cockpit_build_log_120x40.ansi	baseline/before/jackin_cockpit_build_log_120x40.cursor	baseline/before/jackin_cockpit_build_log_120x40.html	baseline/before/jackin_cockpit_build_log_120x40.png	parity/replays/jackin_cockpit_build_log_120x40	parity/replays/jackin_cockpit_build_log_120x40/provenance.json	parity/replays/jackin_cockpit_build_log_120x40/trace.json	apps/jackin-preview	required
jackin_cockpit_frame300_120x40	jackin	cockpit	120x40	truecolor	junie	cockpit_frame300	jackin-preview --scenario launch-running --motion paused --frame 300	(none)	["target/debug/jackin-preview","--scenario","launch-running","--motion","paused","--frame","300"]	baseline/before/jackin_cockpit_frame300_120x40.txt	baseline/before/jackin_cockpit_frame300_120x40.ansi	baseline/before/jackin_cockpit_frame300_120x40.cursor	baseline/before/jackin_cockpit_frame300_120x40.html	baseline/before/jackin_cockpit_frame300_120x40.png	parity/replays/jackin_cockpit_frame300_120x40	parity/replays/jackin_cockpit_frame300_120x40/provenance.json	parity/replays/jackin_cockpit_frame300_120x40/trace.json	apps/jackin-preview	required
jackin_launchfailure_frame0_120x40	jackin	launchfailure	120x40	truecolor	junie	launchfailure_frame0	jackin-preview --scenario launch-failure --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","launch-failure","--motion","paused","--frame","0"]	baseline/before/jackin_launchfailure_frame0_120x40.txt	baseline/before/jackin_launchfailure_frame0_120x40.ansi	baseline/before/jackin_launchfailure_frame0_120x40.cursor	baseline/before/jackin_launchfailure_frame0_120x40.html	baseline/before/jackin_launchfailure_frame0_120x40.png	parity/replays/jackin_launchfailure_frame0_120x40	parity/replays/jackin_launchfailure_frame0_120x40/provenance.json	parity/replays/jackin_launchfailure_frame0_120x40/trace.json	apps/jackin-preview	required
jackin_launchfailure_frame200_120x40	jackin	launchfailure	120x40	truecolor	junie	launchfailure_frame200	jackin-preview --scenario launch-failure --motion paused --frame 200	(none)	["target/debug/jackin-preview","--scenario","launch-failure","--motion","paused","--frame","200"]	baseline/before/jackin_launchfailure_frame200_120x40.txt	baseline/before/jackin_launchfailure_frame200_120x40.ansi	baseline/before/jackin_launchfailure_frame200_120x40.cursor	baseline/before/jackin_launchfailure_frame200_120x40.html	baseline/before/jackin_launchfailure_frame200_120x40.png	parity/replays/jackin_launchfailure_frame200_120x40	parity/replays/jackin_launchfailure_frame200_120x40/provenance.json	parity/replays/jackin_launchfailure_frame200_120x40/trace.json	apps/jackin-preview	required
jackin_launchfailure_frame600_120x40	jackin	launchfailure	120x40	truecolor	junie	launchfailure_frame600	jackin-preview --scenario launch-failure --motion paused --frame 600	(none)	["target/debug/jackin-preview","--scenario","launch-failure","--motion","paused","--frame","600"]	baseline/before/jackin_launchfailure_frame600_120x40.txt	baseline/before/jackin_launchfailure_frame600_120x40.ansi	baseline/before/jackin_launchfailure_frame600_120x40.cursor	baseline/before/jackin_launchfailure_frame600_120x40.html	baseline/before/jackin_launchfailure_frame600_120x40.png	parity/replays/jackin_launchfailure_frame600_120x40	parity/replays/jackin_launchfailure_frame600_120x40/provenance.json	parity/replays/jackin_launchfailure_frame600_120x40/trace.json	apps/jackin-preview	required
jackin_launchfailure_back_to_manager_120x40	jackin	launchfailure	120x40	truecolor	junie	launchfailure_back_to_manager	jackin-preview --scenario launch-failure --motion paused --frame 600	keys(Escape)	["target/debug/jackin-preview","--scenario","launch-failure","--motion","paused","--frame","600"]	baseline/before/jackin_launchfailure_back_to_manager_120x40.txt	baseline/before/jackin_launchfailure_back_to_manager_120x40.ansi	baseline/before/jackin_launchfailure_back_to_manager_120x40.cursor	baseline/before/jackin_launchfailure_back_to_manager_120x40.html	baseline/before/jackin_launchfailure_back_to_manager_120x40.png	parity/replays/jackin_launchfailure_back_to_manager_120x40	parity/replays/jackin_launchfailure_back_to_manager_120x40/provenance.json	parity/replays/jackin_launchfailure_back_to_manager_120x40/trace.json	apps/jackin-preview	required
jackin_capsule_default_120x40	jackin	capsule	120x40	truecolor	junie	capsule_default	jackin-preview --scenario capsule-multi --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","capsule-multi","--motion","paused","--frame","0"]	baseline/before/jackin_capsule_default_120x40.txt	baseline/before/jackin_capsule_default_120x40.ansi	baseline/before/jackin_capsule_default_120x40.cursor	baseline/before/jackin_capsule_default_120x40.html	baseline/before/jackin_capsule_default_120x40.png	parity/replays/jackin_capsule_default_120x40	parity/replays/jackin_capsule_default_120x40/provenance.json	parity/replays/jackin_capsule_default_120x40/trace.json	apps/jackin-preview	required
jackin_outrolast_capsule_frame0_120x40	jackin	outrolast	120x40	truecolor	junie	outrolast_capsule_frame0	jackin-preview --scenario outro-last --motion paused --frame 0	(none)	["target/debug/jackin-preview","--scenario","outro-last","--motion","paused","--frame","0"]	baseline/before/jackin_outrolast_capsule_frame0_120x40.txt	baseline/before/jackin_outrolast_capsule_frame0_120x40.ansi	baseline/before/jackin_outrolast_capsule_frame0_120x40.cursor	baseline/before/jackin_outrolast_capsule_frame0_120x40.html	baseline/before/jackin_outrolast_capsule_frame0_120x40.png	parity/replays/jackin_outrolast_capsule_frame0_120x40	parity/replays/jackin_outrolast_capsule_frame0_120x40/provenance.json	parity/replays/jackin_outrolast_capsule_frame0_120x40/trace.json	apps/jackin-preview	required
jackin_outro_frame50_120x40	jackin	outro	120x40	truecolor	junie	outro_frame50	jackin-preview --scenario outro-last --motion paused --frame 50	(none)	["target/debug/jackin-preview","--scenario","outro-last","--motion","paused","--frame","50"]	baseline/before/jackin_outro_frame50_120x40.txt	baseline/before/jackin_outro_frame50_120x40.ansi	baseline/before/jackin_outro_frame50_120x40.cursor	baseline/before/jackin_outro_frame50_120x40.html	baseline/before/jackin_outro_frame50_120x40.png	parity/replays/jackin_outro_frame50_120x40	parity/replays/jackin_outro_frame50_120x40/provenance.json	parity/replays/jackin_outro_frame50_120x40/trace.json	apps/jackin-preview	required
jackin_outro_frame88_120x40	jackin	outro	120x40	truecolor	junie	outro_frame88	jackin-preview --scenario outro-last --motion paused --frame 88	(none)	["target/debug/jackin-preview","--scenario","outro-last","--motion","paused","--frame","88"]	baseline/before/jackin_outro_frame88_120x40.txt	baseline/before/jackin_outro_frame88_120x40.ansi	baseline/before/jackin_outro_frame88_120x40.cursor	baseline/before/jackin_outro_frame88_120x40.html	baseline/before/jackin_outro_frame88_120x40.png	parity/replays/jackin_outro_frame88_120x40	parity/replays/jackin_outro_frame88_120x40/provenance.json	parity/replays/jackin_outro_frame88_120x40/trace.json	apps/jackin-preview	required
jackin_outro_frame105_120x40	jackin	outro	120x40	truecolor	junie	outro_frame105	jackin-preview --scenario outro-last --motion paused --frame 105	(none)	["target/debug/jackin-preview","--scenario","outro-last","--motion","paused","--frame","105"]	baseline/before/jackin_outro_frame105_120x40.txt	baseline/before/jackin_outro_frame105_120x40.ansi	baseline/before/jackin_outro_frame105_120x40.cursor	baseline/before/jackin_outro_frame105_120x40.html	baseline/before/jackin_outro_frame105_120x40.png	parity/replays/jackin_outro_frame105_120x40	parity/replays/jackin_outro_frame105_120x40/provenance.json	parity/replays/jackin_outro_frame105_120x40/trace.json	apps/jackin-preview	required
jackin_outro_frame140_120x40	jackin	outro	120x40	truecolor	junie	outro_frame140	jackin-preview --scenario outro-last --motion paused --frame 140	(none)	["target/debug/jackin-preview","--scenario","outro-last","--motion","paused","--frame","140"]	baseline/before/jackin_outro_frame140_120x40.txt	baseline/before/jackin_outro_frame140_120x40.ansi	baseline/before/jackin_outro_frame140_120x40.cursor	baseline/before/jackin_outro_frame140_120x40.html	baseline/before/jackin_outro_frame140_120x40.png	parity/replays/jackin_outro_frame140_120x40	parity/replays/jackin_outro_frame140_120x40/provenance.json	parity/replays/jackin_outro_frame140_120x40/trace.json	apps/jackin-preview	required
jackin_manager_selected_120x40	jackin	manager	120x40	truecolor	junie	manager_selected	jackin-preview --scenario returning --motion paused --frame 0	keys(Down)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_selected_120x40.txt	baseline/before/jackin_manager_selected_120x40.ansi	baseline/before/jackin_manager_selected_120x40.cursor	baseline/before/jackin_manager_selected_120x40.html	baseline/before/jackin_manager_selected_120x40.png	parity/replays/jackin_manager_selected_120x40	parity/replays/jackin_manager_selected_120x40/provenance.json	parity/replays/jackin_manager_selected_120x40/trace.json	apps/jackin-preview	required
jackin_manager_expanded_120x40	jackin	manager	120x40	truecolor	junie	manager_expanded	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_expanded_120x40.txt	baseline/before/jackin_manager_expanded_120x40.ansi	baseline/before/jackin_manager_expanded_120x40.cursor	baseline/before/jackin_manager_expanded_120x40.html	baseline/before/jackin_manager_expanded_120x40.png	parity/replays/jackin_manager_expanded_120x40	parity/replays/jackin_manager_expanded_120x40/provenance.json	parity/replays/jackin_manager_expanded_120x40/trace.json	apps/jackin-preview	required
jackin_manager_detail_focused_120x40	jackin	manager	120x40	truecolor	junie	manager_detail_focused	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_detail_focused_120x40.txt	baseline/before/jackin_manager_detail_focused_120x40.ansi	baseline/before/jackin_manager_detail_focused_120x40.cursor	baseline/before/jackin_manager_detail_focused_120x40.html	baseline/before/jackin_manager_detail_focused_120x40.png	parity/replays/jackin_manager_detail_focused_120x40	parity/replays/jackin_manager_detail_focused_120x40/provenance.json	parity/replays/jackin_manager_detail_focused_120x40/trace.json	apps/jackin-preview	required
jackin_manager_hovered_120x40	jackin	manager	120x40	truecolor	junie	manager_hovered	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane")	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_hovered_120x40.txt	baseline/before/jackin_manager_hovered_120x40.ansi	baseline/before/jackin_manager_hovered_120x40.cursor	baseline/before/jackin_manager_hovered_120x40.html	baseline/before/jackin_manager_hovered_120x40.png	parity/replays/jackin_manager_hovered_120x40	parity/replays/jackin_manager_hovered_120x40/provenance.json	parity/replays/jackin_manager_hovered_120x40/trace.json	apps/jackin-preview	required
jackin_manager_clicked_120x40	jackin	manager	120x40	truecolor	junie	manager_clicked	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane") · mouse(click 8,8) · (on "infra-control-plane")	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_clicked_120x40.txt	baseline/before/jackin_manager_clicked_120x40.ansi	baseline/before/jackin_manager_clicked_120x40.cursor	baseline/before/jackin_manager_clicked_120x40.html	baseline/before/jackin_manager_clicked_120x40.png	parity/replays/jackin_manager_clicked_120x40	parity/replays/jackin_manager_clicked_120x40/provenance.json	parity/replays/jackin_manager_clicked_120x40/trace.json	apps/jackin-preview	required
jackin_manager_launch_picker_120x40	jackin	manager	120x40	truecolor	junie	manager_launch_picker	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane") · mouse(click 8,8) · (on "infra-control-plane") · keys(Home Down Enter)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_launch_picker_120x40.txt	baseline/before/jackin_manager_launch_picker_120x40.ansi	baseline/before/jackin_manager_launch_picker_120x40.cursor	baseline/before/jackin_manager_launch_picker_120x40.html	baseline/before/jackin_manager_launch_picker_120x40.png	parity/replays/jackin_manager_launch_picker_120x40	parity/replays/jackin_manager_launch_picker_120x40/provenance.json	parity/replays/jackin_manager_launch_picker_120x40/trace.json	apps/jackin-preview	required
jackin_manager_launch_picker_moved_120x40	jackin	manager	120x40	truecolor	junie	manager_launch_picker_moved	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane") · mouse(click 8,8) · (on "infra-control-plane") · keys(Home Down Enter) · keys(Down)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_launch_picker_moved_120x40.txt	baseline/before/jackin_manager_launch_picker_moved_120x40.ansi	baseline/before/jackin_manager_launch_picker_moved_120x40.cursor	baseline/before/jackin_manager_launch_picker_moved_120x40.html	baseline/before/jackin_manager_launch_picker_moved_120x40.png	parity/replays/jackin_manager_launch_picker_moved_120x40	parity/replays/jackin_manager_launch_picker_moved_120x40/provenance.json	parity/replays/jackin_manager_launch_picker_moved_120x40/trace.json	apps/jackin-preview	required
jackin_manager_help_120x40	jackin	manager	120x40	truecolor	junie	manager_help	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane") · mouse(click 8,8) · (on "infra-control-plane") · keys(Home Down Enter) · keys(Down) · keys(Escape) · keys(?)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_help_120x40.txt	baseline/before/jackin_manager_help_120x40.ansi	baseline/before/jackin_manager_help_120x40.cursor	baseline/before/jackin_manager_help_120x40.html	baseline/before/jackin_manager_help_120x40.png	parity/replays/jackin_manager_help_120x40	parity/replays/jackin_manager_help_120x40/provenance.json	parity/replays/jackin_manager_help_120x40/trace.json	apps/jackin-preview	required
jackin_manager_menu_file_120x40	jackin	manager	120x40	truecolor	junie	manager_menu_file	jackin-preview --scenario returning --motion paused --frame 0	keys(Down) · keys(Right) · keys(Down Tab) · keys(Escape) · mouse(move 8,8) · (on "infra-control-plane") · mouse(click 8,8) · (on "infra-control-plane") · keys(Home Down Enter) · keys(Down) · keys(Escape) · keys(?) · keys(Escape) · keys(F10)	["target/debug/jackin-preview","--scenario","returning","--motion","paused","--frame","0"]	baseline/before/jackin_manager_menu_file_120x40.txt	baseline/before/jackin_manager_menu_file_120x40.ansi	baseline/before/jackin_manager_menu_file_120x40.cursor	baseline/before/jackin_manager_menu_file_120x40.html	baseline/before/jackin_manager_menu_file_120x40.png	parity/replays/jackin_manager_menu_file_120x40	parity/replays/jackin_manager_menu_file_120x40/provenance.json	parity/replays/jackin_manager_menu_file_120x40/trace.json	apps/jackin-preview	required
